"","word","sentiment","lexicon","score"
"735","disrespected",NA,"AFINN",-2
"736","disruption",NA,"AFINN",-2
"737","disruptions",NA,"AFINN",-2
"738","disruptive",NA,"AFINN",-2
"739","dissatisfied",NA,"AFINN",-2
"740","distort",NA,"AFINN",-2
"741","distorted",NA,"AFINN",-2
"742","distorting",NA,"AFINN",-2
"743","distorts",NA,"AFINN",-2
"744","distract",NA,"AFINN",-2
"745","distracted",NA,"AFINN",-2
"746","distraction",NA,"AFINN",-2
"747","distracts",NA,"AFINN",-2
"748","distress",NA,"AFINN",-2
"749","distressed",NA,"AFINN",-2
"750","distresses",NA,"AFINN",-2
"751","distressing",NA,"AFINN",-2
"752","distrust",NA,"AFINN",-3
"753","distrustful",NA,"AFINN",-3
"754","disturb",NA,"AFINN",-2
"755","disturbed",NA,"AFINN",-2
"756","disturbing",NA,"AFINN",-2
"757","disturbs",NA,"AFINN",-2
"758","dithering",NA,"AFINN",-2
"759","dizzy",NA,"AFINN",-1
"760","dodging",NA,"AFINN",-2
"761","dodgy",NA,"AFINN",-2
"762","does not work",NA,"AFINN",-3
"763","dolorous",NA,"AFINN",-2
"764","dont like",NA,"AFINN",-2
"765","doom",NA,"AFINN",-2
"766","doomed",NA,"AFINN",-2
"767","doubt",NA,"AFINN",-1
"768","doubted",NA,"AFINN",-1
"769","doubtful",NA,"AFINN",-1
"770","doubting",NA,"AFINN",-1
"771","doubts",NA,"AFINN",-1
"772","douche",NA,"AFINN",-3
"773","douchebag",NA,"AFINN",-3
"774","downcast",NA,"AFINN",-2
"775","downhearted",NA,"AFINN",-2
"776","downside",NA,"AFINN",-2
"777","drag",NA,"AFINN",-1
"778","dragged",NA,"AFINN",-1
"779","drags",NA,"AFINN",-1
"780","drained",NA,"AFINN",-2
"781","dread",NA,"AFINN",-2
"782","dreaded",NA,"AFINN",-2
"783","dreadful",NA,"AFINN",-3
"784","dreading",NA,"AFINN",-2
"785","dream",NA,"AFINN",1
"786","dreams",NA,"AFINN",1
"787","dreary",NA,"AFINN",-2
"788","droopy",NA,"AFINN",-2
"789","drop",NA,"AFINN",-1
"790","drown",NA,"AFINN",-2
"791","drowned",NA,"AFINN",-2
"792","drowns",NA,"AFINN",-2
"793","drunk",NA,"AFINN",-2
"794","dubious",NA,"AFINN",-2
"795","dud",NA,"AFINN",-2
"796","dull",NA,"AFINN",-2
"797","dumb",NA,"AFINN",-3
"798","dumbass",NA,"AFINN",-3
"799","dump",NA,"AFINN",-1
"800","dumped",NA,"AFINN",-2
"801","dumps",NA,"AFINN",-1
"802","dupe",NA,"AFINN",-2
"803","duped",NA,"AFINN",-2
"804","dysfunction",NA,"AFINN",-2
"805","eager",NA,"AFINN",2
"806","earnest",NA,"AFINN",2
"807","ease",NA,"AFINN",2
"808","easy",NA,"AFINN",1
"809","ecstatic",NA,"AFINN",4
"810","eerie",NA,"AFINN",-2
"811","eery",NA,"AFINN",-2
"812","effective",NA,"AFINN",2
"813","effectively",NA,"AFINN",2
"814","elated",NA,"AFINN",3
"815","elation",NA,"AFINN",3
"816","elegant",NA,"AFINN",2
"817","elegantly",NA,"AFINN",2
"818","embarrass",NA,"AFINN",-2
"819","embarrassed",NA,"AFINN",-2
"820","embarrasses",NA,"AFINN",-2
"821","embarrassing",NA,"AFINN",-2
"822","embarrassment",NA,"AFINN",-2
"823","embittered",NA,"AFINN",-2
"824","embrace",NA,"AFINN",1
"825","emergency",NA,"AFINN",-2
"826","empathetic",NA,"AFINN",2
"827","emptiness",NA,"AFINN",-1
"828","empty",NA,"AFINN",-1
"829","enchanted",NA,"AFINN",2
"830","encourage",NA,"AFINN",2
"831","encouraged",NA,"AFINN",2
"832","encouragement",NA,"AFINN",2
"833","encourages",NA,"AFINN",2
"834","endorse",NA,"AFINN",2
"835","endorsed",NA,"AFINN",2
"836","endorsement",NA,"AFINN",2
"837","endorses",NA,"AFINN",2
"838","enemies",NA,"AFINN",-2
"839","enemy",NA,"AFINN",-2
"840","energetic",NA,"AFINN",2
"841","engage",NA,"AFINN",1
"842","engages",NA,"AFINN",1
"843","engrossed",NA,"AFINN",1
"844","enjoy",NA,"AFINN",2
"845","enjoying",NA,"AFINN",2
"846","enjoys",NA,"AFINN",2
"847","enlighten",NA,"AFINN",2
"848","enlightened",NA,"AFINN",2
"849","enlightening",NA,"AFINN",2
"850","enlightens",NA,"AFINN",2
"851","ennui",NA,"AFINN",-2
"852","enrage",NA,"AFINN",-2
"853","enraged",NA,"AFINN",-2
"854","enrages",NA,"AFINN",-2
"855","enraging",NA,"AFINN",-2
"856","enrapture",NA,"AFINN",3
"857","enslave",NA,"AFINN",-2
"858","enslaved",NA,"AFINN",-2
"859","enslaves",NA,"AFINN",-2
"860","ensure",NA,"AFINN",1
"861","ensuring",NA,"AFINN",1
"862","enterprising",NA,"AFINN",1
"863","entertaining",NA,"AFINN",2
"864","enthral",NA,"AFINN",3
"865","enthusiastic",NA,"AFINN",3
"866","entitled",NA,"AFINN",1
"867","entrusted",NA,"AFINN",2
"868","envies",NA,"AFINN",-1
"869","envious",NA,"AFINN",-2
"870","envy",NA,"AFINN",-1
"871","envying",NA,"AFINN",-1
"872","erroneous",NA,"AFINN",-2
"873","error",NA,"AFINN",-2
"874","errors",NA,"AFINN",-2
"875","escape",NA,"AFINN",-1
"876","escapes",NA,"AFINN",-1
"877","escaping",NA,"AFINN",-1
"878","esteemed",NA,"AFINN",2
"879","ethical",NA,"AFINN",2
"880","euphoria",NA,"AFINN",3
"881","euphoric",NA,"AFINN",4
"882","eviction",NA,"AFINN",-1
"883","evil",NA,"AFINN",-3
"884","exaggerate",NA,"AFINN",-2
"885","exaggerated",NA,"AFINN",-2
"886","exaggerates",NA,"AFINN",-2
"887","exaggerating",NA,"AFINN",-2
"888","exasperated",NA,"AFINN",2
"889","excellence",NA,"AFINN",3
"890","excellent",NA,"AFINN",3
"891","excite",NA,"AFINN",3
"892","excited",NA,"AFINN",3
"893","excitement",NA,"AFINN",3
"894","exciting",NA,"AFINN",3
"895","exclude",NA,"AFINN",-1
"896","excluded",NA,"AFINN",-2
"897","exclusion",NA,"AFINN",-1
"898","exclusive",NA,"AFINN",2
"899","excuse",NA,"AFINN",-1
"900","exempt",NA,"AFINN",-1
"901","exhausted",NA,"AFINN",-2
"902","exhilarated",NA,"AFINN",3
"903","exhilarates",NA,"AFINN",3
"904","exhilarating",NA,"AFINN",3
"905","exonerate",NA,"AFINN",2
"906","exonerated",NA,"AFINN",2
"907","exonerates",NA,"AFINN",2
"908","exonerating",NA,"AFINN",2
"909","expand",NA,"AFINN",1
"910","expands",NA,"AFINN",1
"911","expel",NA,"AFINN",-2
"912","expelled",NA,"AFINN",-2
"913","expelling",NA,"AFINN",-2
"914","expels",NA,"AFINN",-2
"915","exploit",NA,"AFINN",-2
"916","exploited",NA,"AFINN",-2
"917","exploiting",NA,"AFINN",-2
"918","exploits",NA,"AFINN",-2
"919","exploration",NA,"AFINN",1
"920","explorations",NA,"AFINN",1
"921","expose",NA,"AFINN",-1
"922","exposed",NA,"AFINN",-1
"923","exposes",NA,"AFINN",-1
"924","exposing",NA,"AFINN",-1
"925","extend",NA,"AFINN",1
"926","extends",NA,"AFINN",1
"927","exuberant",NA,"AFINN",4
"928","exultant",NA,"AFINN",3
"929","exultantly",NA,"AFINN",3
"930","fabulous",NA,"AFINN",4
"931","fad",NA,"AFINN",-2
"932","fag",NA,"AFINN",-3
"933","faggot",NA,"AFINN",-3
"934","faggots",NA,"AFINN",-3
"935","fail",NA,"AFINN",-2
"936","failed",NA,"AFINN",-2
"937","failing",NA,"AFINN",-2
"938","fails",NA,"AFINN",-2
"939","failure",NA,"AFINN",-2
"940","failures",NA,"AFINN",-2
"941","fainthearted",NA,"AFINN",-2
"942","fair",NA,"AFINN",2
"943","faith",NA,"AFINN",1
"944","faithful",NA,"AFINN",3
"945","fake",NA,"AFINN",-3
"946","fakes",NA,"AFINN",-3
"947","faking",NA,"AFINN",-3
"948","fallen",NA,"AFINN",-2
"949","falling",NA,"AFINN",-1
"950","falsified",NA,"AFINN",-3
"951","falsify",NA,"AFINN",-3
"952","fame",NA,"AFINN",1
"953","fan",NA,"AFINN",3
"954","fantastic",NA,"AFINN",4
"955","farce",NA,"AFINN",-1
"956","fascinate",NA,"AFINN",3
"957","fascinated",NA,"AFINN",3
"958","fascinates",NA,"AFINN",3
"959","fascinating",NA,"AFINN",3
"960","fascist",NA,"AFINN",-2
"961","fascists",NA,"AFINN",-2
"962","fatalities",NA,"AFINN",-3
"963","fatality",NA,"AFINN",-3
"964","fatigue",NA,"AFINN",-2
"965","fatigued",NA,"AFINN",-2
"966","fatigues",NA,"AFINN",-2
"967","fatiguing",NA,"AFINN",-2
"968","favor",NA,"AFINN",2
"969","favored",NA,"AFINN",2
"970","favorite",NA,"AFINN",2
"971","favorited",NA,"AFINN",2
"972","favorites",NA,"AFINN",2
"973","favors",NA,"AFINN",2
"974","fear",NA,"AFINN",-2
"975","fearful",NA,"AFINN",-2
"976","fearing",NA,"AFINN",-2
"977","fearless",NA,"AFINN",2
"978","fearsome",NA,"AFINN",-2
"979","fed up",NA,"AFINN",-3
"980","feeble",NA,"AFINN",-2
"981","feeling",NA,"AFINN",1
"982","felonies",NA,"AFINN",-3
"983","felony",NA,"AFINN",-3
"984","fervent",NA,"AFINN",2
"985","fervid",NA,"AFINN",2
"986","festive",NA,"AFINN",2
"987","fiasco",NA,"AFINN",-3
"988","fidgety",NA,"AFINN",-2
"989","fight",NA,"AFINN",-1
"990","fine",NA,"AFINN",2
"991","fire",NA,"AFINN",-2
"992","fired",NA,"AFINN",-2
"993","firing",NA,"AFINN",-2
"994","fit",NA,"AFINN",1
"995","fitness",NA,"AFINN",1
"996","flagship",NA,"AFINN",2
"997","flees",NA,"AFINN",-1
"998","flop",NA,"AFINN",-2
"999","flops",NA,"AFINN",-2
"1000","flu",NA,"AFINN",-2
"1001","flustered",NA,"AFINN",-2
"1002","focused",NA,"AFINN",2
"1003","fond",NA,"AFINN",2
"1004","fondness",NA,"AFINN",2
"1005","fool",NA,"AFINN",-2
"1006","foolish",NA,"AFINN",-2
"1007","fools",NA,"AFINN",-2
"1008","forced",NA,"AFINN",-1
"1009","foreclosure",NA,"AFINN",-2
"1010","foreclosures",NA,"AFINN",-2
"1011","forget",NA,"AFINN",-1
"1012","forgetful",NA,"AFINN",-2
"1013","forgive",NA,"AFINN",1
"1014","forgiving",NA,"AFINN",1
"1015","forgotten",NA,"AFINN",-1
"1016","fortunate",NA,"AFINN",2
"1017","frantic",NA,"AFINN",-1
"1018","fraud",NA,"AFINN",-4
"1019","frauds",NA,"AFINN",-4
"1020","fraudster",NA,"AFINN",-4
"1021","fraudsters",NA,"AFINN",-4
"1022","fraudulence",NA,"AFINN",-4
"1023","fraudulent",NA,"AFINN",-4
"1024","free",NA,"AFINN",1
"1025","freedom",NA,"AFINN",2
"1026","frenzy",NA,"AFINN",-3
"1027","fresh",NA,"AFINN",1
"1028","friendly",NA,"AFINN",2
"1029","fright",NA,"AFINN",-2
"1030","frightened",NA,"AFINN",-2
"1031","frightening",NA,"AFINN",-3
"1032","frikin",NA,"AFINN",-2
"1033","frisky",NA,"AFINN",2
"1034","frowning",NA,"AFINN",-1
"1035","frustrate",NA,"AFINN",-2
"1036","frustrated",NA,"AFINN",-2
"1037","frustrates",NA,"AFINN",-2
"1038","frustrating",NA,"AFINN",-2
"1039","frustration",NA,"AFINN",-2
"1040","ftw",NA,"AFINN",3
"1041","fuck",NA,"AFINN",-4
"1042","fucked",NA,"AFINN",-4
"1043","fucker",NA,"AFINN",-4
"1044","fuckers",NA,"AFINN",-4
"1045","fuckface",NA,"AFINN",-4
"1046","fuckhead",NA,"AFINN",-4
"1047","fucking",NA,"AFINN",-4
"1048","fucktard",NA,"AFINN",-4
"1049","fud",NA,"AFINN",-3
"1050","fuked",NA,"AFINN",-4
"1051","fuking",NA,"AFINN",-4
"1052","fulfill",NA,"AFINN",2
"1053","fulfilled",NA,"AFINN",2
"1054","fulfills",NA,"AFINN",2
"1055","fuming",NA,"AFINN",-2
"1056","fun",NA,"AFINN",4
"1057","funeral",NA,"AFINN",-1
"1058","funerals",NA,"AFINN",-1
"1059","funky",NA,"AFINN",2
"1060","funnier",NA,"AFINN",4
"1061","funny",NA,"AFINN",4
"1062","furious",NA,"AFINN",-3
"1063","futile",NA,"AFINN",2
"1064","gag",NA,"AFINN",-2
"1065","gagged",NA,"AFINN",-2
"1066","gain",NA,"AFINN",2
"1067","gained",NA,"AFINN",2
"1068","gaining",NA,"AFINN",2
"1069","gains",NA,"AFINN",2
"1070","gallant",NA,"AFINN",3
"1071","gallantly",NA,"AFINN",3
"1072","gallantry",NA,"AFINN",3
"1073","generous",NA,"AFINN",2
"1074","genial",NA,"AFINN",3
"1075","ghost",NA,"AFINN",-1
"1076","giddy",NA,"AFINN",-2
"1077","gift",NA,"AFINN",2
"1078","glad",NA,"AFINN",3
"1079","glamorous",NA,"AFINN",3
"1080","glamourous",NA,"AFINN",3
"1081","glee",NA,"AFINN",3
"1082","gleeful",NA,"AFINN",3
"1083","gloom",NA,"AFINN",-1
"1084","gloomy",NA,"AFINN",-2
"1085","glorious",NA,"AFINN",2
"1086","glory",NA,"AFINN",2
"1087","glum",NA,"AFINN",-2
"1088","god",NA,"AFINN",1
"1089","goddamn",NA,"AFINN",-3
"1090","godsend",NA,"AFINN",4
"1091","good",NA,"AFINN",3
"1092","goodness",NA,"AFINN",3
"1093","grace",NA,"AFINN",1
"1094","gracious",NA,"AFINN",3
"1095","grand",NA,"AFINN",3
"1096","grant",NA,"AFINN",1
"1097","granted",NA,"AFINN",1
"1098","granting",NA,"AFINN",1
"1099","grants",NA,"AFINN",1
"1100","grateful",NA,"AFINN",3
"1101","gratification",NA,"AFINN",2
"1102","grave",NA,"AFINN",-2
"1103","gray",NA,"AFINN",-1
"1104","great",NA,"AFINN",3
"1105","greater",NA,"AFINN",3
"1106","greatest",NA,"AFINN",3
"1107","greed",NA,"AFINN",-3
"1108","greedy",NA,"AFINN",-2
"1109","green wash",NA,"AFINN",-3
"1110","green washing",NA,"AFINN",-3
"1111","greenwash",NA,"AFINN",-3
"1112","greenwasher",NA,"AFINN",-3
"1113","greenwashers",NA,"AFINN",-3
"1114","greenwashing",NA,"AFINN",-3
"1115","greet",NA,"AFINN",1
"1116","greeted",NA,"AFINN",1
"1117","greeting",NA,"AFINN",1
"1118","greetings",NA,"AFINN",2
"1119","greets",NA,"AFINN",1
"1120","grey",NA,"AFINN",-1
"1121","grief",NA,"AFINN",-2
"1122","grieved",NA,"AFINN",-2
"1123","gross",NA,"AFINN",-2
"1124","growing",NA,"AFINN",1
"1125","growth",NA,"AFINN",2
"1126","guarantee",NA,"AFINN",1
"1127","guilt",NA,"AFINN",-3
"1128","guilty",NA,"AFINN",-3
"1129","gullibility",NA,"AFINN",-2
"1130","gullible",NA,"AFINN",-2
"1131","gun",NA,"AFINN",-1
"1132","ha",NA,"AFINN",2
"1133","hacked",NA,"AFINN",-1
"1134","haha",NA,"AFINN",3
"1135","hahaha",NA,"AFINN",3
"1136","hahahah",NA,"AFINN",3
"1137","hail",NA,"AFINN",2
"1138","hailed",NA,"AFINN",2
"1139","hapless",NA,"AFINN",-2
"1140","haplessness",NA,"AFINN",-2
"1141","happiness",NA,"AFINN",3
"1142","happy",NA,"AFINN",3
"1143","hard",NA,"AFINN",-1
"1144","hardier",NA,"AFINN",2
"1145","hardship",NA,"AFINN",-2
"1146","hardy",NA,"AFINN",2
"1147","harm",NA,"AFINN",-2
"1148","harmed",NA,"AFINN",-2
"1149","harmful",NA,"AFINN",-2
"1150","harming",NA,"AFINN",-2
"1151","harms",NA,"AFINN",-2
"1152","harried",NA,"AFINN",-2
"1153","harsh",NA,"AFINN",-2
"1154","harsher",NA,"AFINN",-2
"1155","harshest",NA,"AFINN",-2
"1156","hate",NA,"AFINN",-3
"1157","hated",NA,"AFINN",-3
"1158","haters",NA,"AFINN",-3
"1159","hates",NA,"AFINN",-3
"1160","hating",NA,"AFINN",-3
"1161","haunt",NA,"AFINN",-1
"1162","haunted",NA,"AFINN",-2
"1163","haunting",NA,"AFINN",1
"1164","haunts",NA,"AFINN",-1
"1165","havoc",NA,"AFINN",-2
"1166","healthy",NA,"AFINN",2
"1167","heartbreaking",NA,"AFINN",-3
"1168","heartbroken",NA,"AFINN",-3
"1169","heartfelt",NA,"AFINN",3
"1170","heaven",NA,"AFINN",2
"1171","heavenly",NA,"AFINN",4
"1172","heavyhearted",NA,"AFINN",-2
"1173","hell",NA,"AFINN",-4
"1174","help",NA,"AFINN",2
"1175","helpful",NA,"AFINN",2
"1176","helping",NA,"AFINN",2
"1177","helpless",NA,"AFINN",-2
"1178","helps",NA,"AFINN",2
"1179","hero",NA,"AFINN",2
"1180","heroes",NA,"AFINN",2
"1181","heroic",NA,"AFINN",3
"1182","hesitant",NA,"AFINN",-2
"1183","hesitate",NA,"AFINN",-2
"1184","hid",NA,"AFINN",-1
"1185","hide",NA,"AFINN",-1
"1186","hides",NA,"AFINN",-1
"1187","hiding",NA,"AFINN",-1
"1188","highlight",NA,"AFINN",2
"1189","hilarious",NA,"AFINN",2
"1190","hindrance",NA,"AFINN",-2
"1191","hoax",NA,"AFINN",-2
"1192","homesick",NA,"AFINN",-2
"1193","honest",NA,"AFINN",2
"1194","honor",NA,"AFINN",2
"1195","honored",NA,"AFINN",2
"1196","honoring",NA,"AFINN",2
"1197","honour",NA,"AFINN",2
"1198","honoured",NA,"AFINN",2
"1199","honouring",NA,"AFINN",2
"1200","hooligan",NA,"AFINN",-2
"1201","hooliganism",NA,"AFINN",-2
"1202","hooligans",NA,"AFINN",-2
"1203","hope",NA,"AFINN",2
"1204","hopeful",NA,"AFINN",2
"1205","hopefully",NA,"AFINN",2
"1206","hopeless",NA,"AFINN",-2
"1207","hopelessness",NA,"AFINN",-2
"1208","hopes",NA,"AFINN",2
"1209","hoping",NA,"AFINN",2
"1210","horrendous",NA,"AFINN",-3
"1211","horrible",NA,"AFINN",-3
"1212","horrific",NA,"AFINN",-3
"1213","horrified",NA,"AFINN",-3
"1214","hostile",NA,"AFINN",-2
"1215","huckster",NA,"AFINN",-2
"1216","hug",NA,"AFINN",2
"1217","huge",NA,"AFINN",1
"1218","hugs",NA,"AFINN",2
"1219","humerous",NA,"AFINN",3
"1220","humiliated",NA,"AFINN",-3
"1221","humiliation",NA,"AFINN",-3
"1222","humor",NA,"AFINN",2
"1223","humorous",NA,"AFINN",2
"1224","humour",NA,"AFINN",2
"1225","humourous",NA,"AFINN",2
"1226","hunger",NA,"AFINN",-2
"1227","hurrah",NA,"AFINN",5
"1228","hurt",NA,"AFINN",-2
"1229","hurting",NA,"AFINN",-2
"1230","hurts",NA,"AFINN",-2
"1231","hypocritical",NA,"AFINN",-2
"1232","hysteria",NA,"AFINN",-3
"1233","hysterical",NA,"AFINN",-3
"1234","hysterics",NA,"AFINN",-3
"1235","idiot",NA,"AFINN",-3
"1236","idiotic",NA,"AFINN",-3
"1237","ignorance",NA,"AFINN",-2
"1238","ignorant",NA,"AFINN",-2
"1239","ignore",NA,"AFINN",-1
"1240","ignored",NA,"AFINN",-2
"1241","ignores",NA,"AFINN",-1
"1242","ill",NA,"AFINN",-2
"1243","illegal",NA,"AFINN",-3
"1244","illiteracy",NA,"AFINN",-2
"1245","illness",NA,"AFINN",-2
"1246","illnesses",NA,"AFINN",-2
"1247","imbecile",NA,"AFINN",-3
"1248","immobilized",NA,"AFINN",-1
"1249","immortal",NA,"AFINN",2
"1250","immune",NA,"AFINN",1
"1251","impatient",NA,"AFINN",-2
"1252","imperfect",NA,"AFINN",-2
"1253","importance",NA,"AFINN",2
"1254","important",NA,"AFINN",2
"1255","impose",NA,"AFINN",-1
"1256","imposed",NA,"AFINN",-1
"1257","imposes",NA,"AFINN",-1
"1258","imposing",NA,"AFINN",-1
"1259","impotent",NA,"AFINN",-2
"1260","impress",NA,"AFINN",3
"1261","impressed",NA,"AFINN",3
"1262","impresses",NA,"AFINN",3
"1263","impressive",NA,"AFINN",3
"1264","imprisoned",NA,"AFINN",-2
"1265","improve",NA,"AFINN",2
"1266","improved",NA,"AFINN",2
"1267","improvement",NA,"AFINN",2
"1268","improves",NA,"AFINN",2
"1269","improving",NA,"AFINN",2
"1270","inability",NA,"AFINN",-2
"1271","inaction",NA,"AFINN",-2
"1272","inadequate",NA,"AFINN",-2
"1273","incapable",NA,"AFINN",-2
"1274","incapacitated",NA,"AFINN",-2
"1275","incensed",NA,"AFINN",-2
"1276","incompetence",NA,"AFINN",-2
"1277","incompetent",NA,"AFINN",-2
"1278","inconsiderate",NA,"AFINN",-2
"1279","inconvenience",NA,"AFINN",-2
"1280","inconvenient",NA,"AFINN",-2
"1281","increase",NA,"AFINN",1
"1282","increased",NA,"AFINN",1
"1283","indecisive",NA,"AFINN",-2
"1284","indestructible",NA,"AFINN",2
"1285","indifference",NA,"AFINN",-2
"1286","indifferent",NA,"AFINN",-2
"1287","indignant",NA,"AFINN",-2
"1288","indignation",NA,"AFINN",-2
"1289","indoctrinate",NA,"AFINN",-2
"1290","indoctrinated",NA,"AFINN",-2
"1291","indoctrinates",NA,"AFINN",-2
"1292","indoctrinating",NA,"AFINN",-2
"1293","ineffective",NA,"AFINN",-2
"1294","ineffectively",NA,"AFINN",-2
"1295","infatuated",NA,"AFINN",2
"1296","infatuation",NA,"AFINN",2
"1297","infected",NA,"AFINN",-2
"1298","inferior",NA,"AFINN",-2
"1299","inflamed",NA,"AFINN",-2
"1300","influential",NA,"AFINN",2
"1301","infringement",NA,"AFINN",-2
"1302","infuriate",NA,"AFINN",-2
"1303","infuriated",NA,"AFINN",-2
"1304","infuriates",NA,"AFINN",-2
"1305","infuriating",NA,"AFINN",-2
"1306","inhibit",NA,"AFINN",-1
"1307","injured",NA,"AFINN",-2
"1308","injury",NA,"AFINN",-2
"1309","injustice",NA,"AFINN",-2
"1310","innovate",NA,"AFINN",1
"1311","innovates",NA,"AFINN",1
"1312","innovation",NA,"AFINN",1
"1313","innovative",NA,"AFINN",2
"1314","inquisition",NA,"AFINN",-2
"1315","inquisitive",NA,"AFINN",2
"1316","insane",NA,"AFINN",-2
"1317","insanity",NA,"AFINN",-2
"1318","insecure",NA,"AFINN",-2
"1319","insensitive",NA,"AFINN",-2
"1320","insensitivity",NA,"AFINN",-2
"1321","insignificant",NA,"AFINN",-2
"1322","insipid",NA,"AFINN",-2
"1323","inspiration",NA,"AFINN",2
"1324","inspirational",NA,"AFINN",2
"1325","inspire",NA,"AFINN",2
"1326","inspired",NA,"AFINN",2
"1327","inspires",NA,"AFINN",2
"1328","inspiring",NA,"AFINN",3
"1329","insult",NA,"AFINN",-2
"1330","insulted",NA,"AFINN",-2
"1331","insulting",NA,"AFINN",-2
"1332","insults",NA,"AFINN",-2
"1333","intact",NA,"AFINN",2
"1334","integrity",NA,"AFINN",2
"1335","intelligent",NA,"AFINN",2
"1336","intense",NA,"AFINN",1
"1337","interest",NA,"AFINN",1
"1338","interested",NA,"AFINN",2
"1339","interesting",NA,"AFINN",2
"1340","interests",NA,"AFINN",1
"1341","interrogated",NA,"AFINN",-2
"1342","interrupt",NA,"AFINN",-2
"1343","interrupted",NA,"AFINN",-2
"1344","interrupting",NA,"AFINN",-2
"1345","interruption",NA,"AFINN",-2
"1346","interrupts",NA,"AFINN",-2
"1347","intimidate",NA,"AFINN",-2
"1348","intimidated",NA,"AFINN",-2
"1349","intimidates",NA,"AFINN",-2
"1350","intimidating",NA,"AFINN",-2
"1351","intimidation",NA,"AFINN",-2
"1352","intricate",NA,"AFINN",2
"1353","intrigues",NA,"AFINN",1
"1354","invincible",NA,"AFINN",2
"1355","invite",NA,"AFINN",1
"1356","inviting",NA,"AFINN",1
"1357","invulnerable",NA,"AFINN",2
"1358","irate",NA,"AFINN",-3
"1359","ironic",NA,"AFINN",-1
"1360","irony",NA,"AFINN",-1
"1361","irrational",NA,"AFINN",-1
"1362","irresistible",NA,"AFINN",2
"1363","irresolute",NA,"AFINN",-2
"1364","irresponsible",NA,"AFINN",2
"1365","irreversible",NA,"AFINN",-1
"1366","irritate",NA,"AFINN",-3
"1367","irritated",NA,"AFINN",-3
"1368","irritating",NA,"AFINN",-3
"1369","isolated",NA,"AFINN",-1
"1370","itchy",NA,"AFINN",-2
"1371","jackass",NA,"AFINN",-4
"1372","jackasses",NA,"AFINN",-4
"1373","jailed",NA,"AFINN",-2
"1374","jaunty",NA,"AFINN",2
"1375","jealous",NA,"AFINN",-2
"1376","jeopardy",NA,"AFINN",-2
"1377","jerk",NA,"AFINN",-3
"1378","jesus",NA,"AFINN",1
"1379","jewel",NA,"AFINN",1
"1380","jewels",NA,"AFINN",1
"1381","jocular",NA,"AFINN",2
"1382","join",NA,"AFINN",1
"1383","joke",NA,"AFINN",2
"1384","jokes",NA,"AFINN",2
"1385","jolly",NA,"AFINN",2
"1386","jovial",NA,"AFINN",2
"1387","joy",NA,"AFINN",3
"1388","joyful",NA,"AFINN",3
"1389","joyfully",NA,"AFINN",3
"1390","joyless",NA,"AFINN",-2
"1391","joyous",NA,"AFINN",3
"1392","jubilant",NA,"AFINN",3
"1393","jumpy",NA,"AFINN",-1
"1394","justice",NA,"AFINN",2
"1395","justifiably",NA,"AFINN",2
"1396","justified",NA,"AFINN",2
"1397","keen",NA,"AFINN",1
"1398","kill",NA,"AFINN",-3
"1399","killed",NA,"AFINN",-3
"1400","killing",NA,"AFINN",-3
"1401","kills",NA,"AFINN",-3
"1402","kind",NA,"AFINN",2
"1403","kinder",NA,"AFINN",2
"1404","kiss",NA,"AFINN",2
"1405","kudos",NA,"AFINN",3
"1406","lack",NA,"AFINN",-2
"1407","lackadaisical",NA,"AFINN",-2
"1408","lag",NA,"AFINN",-1
"1409","lagged",NA,"AFINN",-2
"1410","lagging",NA,"AFINN",-2
"1411","lags",NA,"AFINN",-2
"1412","lame",NA,"AFINN",-2
"1413","landmark",NA,"AFINN",2
"1414","laugh",NA,"AFINN",1
"1415","laughed",NA,"AFINN",1
"1416","laughing",NA,"AFINN",1
"1417","laughs",NA,"AFINN",1
"1418","laughting",NA,"AFINN",1
"1419","launched",NA,"AFINN",1
"1420","lawl",NA,"AFINN",3
"1421","lawsuit",NA,"AFINN",-2
"1422","lawsuits",NA,"AFINN",-2
"1423","lazy",NA,"AFINN",-1
"1424","leak",NA,"AFINN",-1
"1425","leaked",NA,"AFINN",-1
"1426","leave",NA,"AFINN",-1
"1427","legal",NA,"AFINN",1
"1428","legally",NA,"AFINN",1
"1429","lenient",NA,"AFINN",1
"1430","lethargic",NA,"AFINN",-2
"1431","lethargy",NA,"AFINN",-2
"1432","liar",NA,"AFINN",-3
"1433","liars",NA,"AFINN",-3
"1434","libelous",NA,"AFINN",-2
"1435","lied",NA,"AFINN",-2
"1436","lifesaver",NA,"AFINN",4
"1437","lighthearted",NA,"AFINN",1
"1438","like",NA,"AFINN",2
"1439","liked",NA,"AFINN",2
"1440","likes",NA,"AFINN",2
"1441","limitation",NA,"AFINN",-1
"1442","limited",NA,"AFINN",-1
"1443","limits",NA,"AFINN",-1
"1444","litigation",NA,"AFINN",-1
"1445","litigious",NA,"AFINN",-2
"1446","lively",NA,"AFINN",2
"1447","livid",NA,"AFINN",-2
"1448","lmao",NA,"AFINN",4
"1449","lmfao",NA,"AFINN",4
"1450","loathe",NA,"AFINN",-3
"1451","loathed",NA,"AFINN",-3
"1452","loathes",NA,"AFINN",-3
"1453","loathing",NA,"AFINN",-3
"1454","lobby",NA,"AFINN",-2
"1455","lobbying",NA,"AFINN",-2
"1456","lol",NA,"AFINN",3
"1457","lonely",NA,"AFINN",-2
