"","word","sentiment","lexicon","score"
"1458","lonesome",NA,"AFINN",-2
"1459","longing",NA,"AFINN",-1
"1460","loom",NA,"AFINN",-1
"1461","loomed",NA,"AFINN",-1
"1462","looming",NA,"AFINN",-1
"1463","looms",NA,"AFINN",-1
"1464","loose",NA,"AFINN",-3
"1465","looses",NA,"AFINN",-3
"1466","loser",NA,"AFINN",-3
"1467","losing",NA,"AFINN",-3
"1468","loss",NA,"AFINN",-3
"1469","lost",NA,"AFINN",-3
"1470","lovable",NA,"AFINN",3
"1471","love",NA,"AFINN",3
"1472","loved",NA,"AFINN",3
"1473","lovelies",NA,"AFINN",3
"1474","lovely",NA,"AFINN",3
"1475","loving",NA,"AFINN",2
"1476","lowest",NA,"AFINN",-1
"1477","loyal",NA,"AFINN",3
"1478","loyalty",NA,"AFINN",3
"1479","luck",NA,"AFINN",3
"1480","luckily",NA,"AFINN",3
"1481","lucky",NA,"AFINN",3
"1482","lugubrious",NA,"AFINN",-2
"1483","lunatic",NA,"AFINN",-3
"1484","lunatics",NA,"AFINN",-3
"1485","lurk",NA,"AFINN",-1
"1486","lurking",NA,"AFINN",-1
"1487","lurks",NA,"AFINN",-1
"1488","mad",NA,"AFINN",-3
"1489","maddening",NA,"AFINN",-3
"1490","made-up",NA,"AFINN",-1
"1491","madly",NA,"AFINN",-3
"1492","madness",NA,"AFINN",-3
"1493","mandatory",NA,"AFINN",-1
"1494","manipulated",NA,"AFINN",-1
"1495","manipulating",NA,"AFINN",-1
"1496","manipulation",NA,"AFINN",-1
"1497","marvel",NA,"AFINN",3
"1498","marvelous",NA,"AFINN",3
"1499","marvels",NA,"AFINN",3
"1500","masterpiece",NA,"AFINN",4
"1501","masterpieces",NA,"AFINN",4
"1502","matter",NA,"AFINN",1
"1503","matters",NA,"AFINN",1
"1504","mature",NA,"AFINN",2
"1505","meaningful",NA,"AFINN",2
"1506","meaningless",NA,"AFINN",-2
"1507","medal",NA,"AFINN",3
"1508","mediocrity",NA,"AFINN",-3
"1509","meditative",NA,"AFINN",1
"1510","melancholy",NA,"AFINN",-2
"1511","menace",NA,"AFINN",-2
"1512","menaced",NA,"AFINN",-2
"1513","mercy",NA,"AFINN",2
"1514","merry",NA,"AFINN",3
"1515","mess",NA,"AFINN",-2
"1516","messed",NA,"AFINN",-2
"1517","messing up",NA,"AFINN",-2
"1518","methodical",NA,"AFINN",2
"1519","mindless",NA,"AFINN",-2
"1520","miracle",NA,"AFINN",4
"1521","mirth",NA,"AFINN",3
"1522","mirthful",NA,"AFINN",3
"1523","mirthfully",NA,"AFINN",3
"1524","misbehave",NA,"AFINN",-2
"1525","misbehaved",NA,"AFINN",-2
"1526","misbehaves",NA,"AFINN",-2
"1527","misbehaving",NA,"AFINN",-2
"1528","mischief",NA,"AFINN",-1
"1529","mischiefs",NA,"AFINN",-1
"1530","miserable",NA,"AFINN",-3
"1531","misery",NA,"AFINN",-2
"1532","misgiving",NA,"AFINN",-2
"1533","misinformation",NA,"AFINN",-2
"1534","misinformed",NA,"AFINN",-2
"1535","misinterpreted",NA,"AFINN",-2
"1536","misleading",NA,"AFINN",-3
"1537","misread",NA,"AFINN",-1
"1538","misreporting",NA,"AFINN",-2
"1539","misrepresentation",NA,"AFINN",-2
"1540","miss",NA,"AFINN",-2
"1541","missed",NA,"AFINN",-2
"1542","missing",NA,"AFINN",-2
"1543","mistake",NA,"AFINN",-2
"1544","mistaken",NA,"AFINN",-2
"1545","mistakes",NA,"AFINN",-2
"1546","mistaking",NA,"AFINN",-2
"1547","misunderstand",NA,"AFINN",-2
"1548","misunderstanding",NA,"AFINN",-2
"1549","misunderstands",NA,"AFINN",-2
"1550","misunderstood",NA,"AFINN",-2
"1551","moan",NA,"AFINN",-2
"1552","moaned",NA,"AFINN",-2
"1553","moaning",NA,"AFINN",-2
"1554","moans",NA,"AFINN",-2
"1555","mock",NA,"AFINN",-2
"1556","mocked",NA,"AFINN",-2
"1557","mocking",NA,"AFINN",-2
"1558","mocks",NA,"AFINN",-2
"1559","mongering",NA,"AFINN",-2
"1560","monopolize",NA,"AFINN",-2
"1561","monopolized",NA,"AFINN",-2
"1562","monopolizes",NA,"AFINN",-2
"1563","monopolizing",NA,"AFINN",-2
"1564","moody",NA,"AFINN",-1
"1565","mope",NA,"AFINN",-1
"1566","moping",NA,"AFINN",-1
"1567","moron",NA,"AFINN",-3
"1568","motherfucker",NA,"AFINN",-5
"1569","motherfucking",NA,"AFINN",-5
"1570","motivate",NA,"AFINN",1
"1571","motivated",NA,"AFINN",2
"1572","motivating",NA,"AFINN",2
"1573","motivation",NA,"AFINN",1
"1574","mourn",NA,"AFINN",-2
"1575","mourned",NA,"AFINN",-2
"1576","mournful",NA,"AFINN",-2
"1577","mourning",NA,"AFINN",-2
"1578","mourns",NA,"AFINN",-2
"1579","mumpish",NA,"AFINN",-2
"1580","murder",NA,"AFINN",-2
"1581","murderer",NA,"AFINN",-2
"1582","murdering",NA,"AFINN",-3
"1583","murderous",NA,"AFINN",-3
"1584","murders",NA,"AFINN",-2
"1585","myth",NA,"AFINN",-1
"1586","n00b",NA,"AFINN",-2
"1587","naive",NA,"AFINN",-2
"1588","nasty",NA,"AFINN",-3
"1589","natural",NA,"AFINN",1
"1590","needy",NA,"AFINN",-2
"1591","negative",NA,"AFINN",-2
"1592","negativity",NA,"AFINN",-2
"1593","neglect",NA,"AFINN",-2
"1594","neglected",NA,"AFINN",-2
"1595","neglecting",NA,"AFINN",-2
"1596","neglects",NA,"AFINN",-2
"1597","nerves",NA,"AFINN",-1
"1598","nervous",NA,"AFINN",-2
"1599","nervously",NA,"AFINN",-2
"1600","nice",NA,"AFINN",3
"1601","nifty",NA,"AFINN",2
"1602","niggas",NA,"AFINN",-5
"1603","nigger",NA,"AFINN",-5
"1604","no",NA,"AFINN",-1
"1605","no fun",NA,"AFINN",-3
"1606","noble",NA,"AFINN",2
"1607","noisy",NA,"AFINN",-1
"1608","nonsense",NA,"AFINN",-2
"1609","noob",NA,"AFINN",-2
"1610","nosey",NA,"AFINN",-2
"1611","not good",NA,"AFINN",-2
"1612","not working",NA,"AFINN",-3
"1613","notorious",NA,"AFINN",-2
"1614","novel",NA,"AFINN",2
"1615","numb",NA,"AFINN",-1
"1616","nuts",NA,"AFINN",-3
"1617","obliterate",NA,"AFINN",-2
"1618","obliterated",NA,"AFINN",-2
"1619","obnoxious",NA,"AFINN",-3
"1620","obscene",NA,"AFINN",-2
"1621","obsessed",NA,"AFINN",2
"1622","obsolete",NA,"AFINN",-2
"1623","obstacle",NA,"AFINN",-2
"1624","obstacles",NA,"AFINN",-2
"1625","obstinate",NA,"AFINN",-2
"1626","odd",NA,"AFINN",-2
"1627","offend",NA,"AFINN",-2
"1628","offended",NA,"AFINN",-2
"1629","offender",NA,"AFINN",-2
"1630","offending",NA,"AFINN",-2
"1631","offends",NA,"AFINN",-2
"1632","offline",NA,"AFINN",-1
"1633","oks",NA,"AFINN",2
"1634","ominous",NA,"AFINN",3
"1635","once-in-a-lifetime",NA,"AFINN",3
"1636","opportunities",NA,"AFINN",2
"1637","opportunity",NA,"AFINN",2
"1638","oppressed",NA,"AFINN",-2
"1639","oppressive",NA,"AFINN",-2
"1640","optimism",NA,"AFINN",2
"1641","optimistic",NA,"AFINN",2
"1642","optionless",NA,"AFINN",-2
"1643","outcry",NA,"AFINN",-2
"1644","outmaneuvered",NA,"AFINN",-2
"1645","outrage",NA,"AFINN",-3
"1646","outraged",NA,"AFINN",-3
"1647","outreach",NA,"AFINN",2
"1648","outstanding",NA,"AFINN",5
"1649","overjoyed",NA,"AFINN",4
"1650","overload",NA,"AFINN",-1
"1651","overlooked",NA,"AFINN",-1
"1652","overreact",NA,"AFINN",-2
"1653","overreacted",NA,"AFINN",-2
"1654","overreaction",NA,"AFINN",-2
"1655","overreacts",NA,"AFINN",-2
"1656","oversell",NA,"AFINN",-2
"1657","overselling",NA,"AFINN",-2
"1658","oversells",NA,"AFINN",-2
"1659","oversimplification",NA,"AFINN",-2
"1660","oversimplified",NA,"AFINN",-2
"1661","oversimplifies",NA,"AFINN",-2
"1662","oversimplify",NA,"AFINN",-2
"1663","overstatement",NA,"AFINN",-2
"1664","overstatements",NA,"AFINN",-2
"1665","overweight",NA,"AFINN",-1
"1666","oxymoron",NA,"AFINN",-1
"1667","pain",NA,"AFINN",-2
"1668","pained",NA,"AFINN",-2
"1669","panic",NA,"AFINN",-3
"1670","panicked",NA,"AFINN",-3
"1671","panics",NA,"AFINN",-3
"1672","paradise",NA,"AFINN",3
"1673","paradox",NA,"AFINN",-1
"1674","pardon",NA,"AFINN",2
"1675","pardoned",NA,"AFINN",2
"1676","pardoning",NA,"AFINN",2
"1677","pardons",NA,"AFINN",2
"1678","parley",NA,"AFINN",-1
"1679","passionate",NA,"AFINN",2
"1680","passive",NA,"AFINN",-1
"1681","passively",NA,"AFINN",-1
"1682","pathetic",NA,"AFINN",-2
"1683","pay",NA,"AFINN",-1
"1684","peace",NA,"AFINN",2
"1685","peaceful",NA,"AFINN",2
"1686","peacefully",NA,"AFINN",2
"1687","penalty",NA,"AFINN",-2
"1688","pensive",NA,"AFINN",-1
"1689","perfect",NA,"AFINN",3
"1690","perfected",NA,"AFINN",2
"1691","perfectly",NA,"AFINN",3
"1692","perfects",NA,"AFINN",2
"1693","peril",NA,"AFINN",-2
"1694","perjury",NA,"AFINN",-3
"1695","perpetrator",NA,"AFINN",-2
"1696","perpetrators",NA,"AFINN",-2
"1697","perplexed",NA,"AFINN",-2
"1698","persecute",NA,"AFINN",-2
"1699","persecuted",NA,"AFINN",-2
"1700","persecutes",NA,"AFINN",-2
"1701","persecuting",NA,"AFINN",-2
"1702","perturbed",NA,"AFINN",-2
"1703","pesky",NA,"AFINN",-2
"1704","pessimism",NA,"AFINN",-2
"1705","pessimistic",NA,"AFINN",-2
"1706","petrified",NA,"AFINN",-2
"1707","phobic",NA,"AFINN",-2
"1708","picturesque",NA,"AFINN",2
"1709","pileup",NA,"AFINN",-1
"1710","pique",NA,"AFINN",-2
"1711","piqued",NA,"AFINN",-2
"1712","piss",NA,"AFINN",-4
"1713","pissed",NA,"AFINN",-4
"1714","pissing",NA,"AFINN",-3
"1715","piteous",NA,"AFINN",-2
"1716","pitied",NA,"AFINN",-1
"1717","pity",NA,"AFINN",-2
"1718","playful",NA,"AFINN",2
"1719","pleasant",NA,"AFINN",3
"1720","please",NA,"AFINN",1
"1721","pleased",NA,"AFINN",3
"1722","pleasure",NA,"AFINN",3
"1723","poised",NA,"AFINN",-2
"1724","poison",NA,"AFINN",-2
"1725","poisoned",NA,"AFINN",-2
"1726","poisons",NA,"AFINN",-2
"1727","pollute",NA,"AFINN",-2
"1728","polluted",NA,"AFINN",-2
"1729","polluter",NA,"AFINN",-2
"1730","polluters",NA,"AFINN",-2
"1731","pollutes",NA,"AFINN",-2
"1732","poor",NA,"AFINN",-2
"1733","poorer",NA,"AFINN",-2
"1734","poorest",NA,"AFINN",-2
"1735","popular",NA,"AFINN",3
"1736","positive",NA,"AFINN",2
"1737","positively",NA,"AFINN",2
"1738","possessive",NA,"AFINN",-2
"1739","postpone",NA,"AFINN",-1
"1740","postponed",NA,"AFINN",-1
"1741","postpones",NA,"AFINN",-1
"1742","postponing",NA,"AFINN",-1
"1743","poverty",NA,"AFINN",-1
"1744","powerful",NA,"AFINN",2
"1745","powerless",NA,"AFINN",-2
"1746","praise",NA,"AFINN",3
"1747","praised",NA,"AFINN",3
"1748","praises",NA,"AFINN",3
"1749","praising",NA,"AFINN",3
"1750","pray",NA,"AFINN",1
"1751","praying",NA,"AFINN",1
"1752","prays",NA,"AFINN",1
"1753","prblm",NA,"AFINN",-2
"1754","prblms",NA,"AFINN",-2
"1755","prepared",NA,"AFINN",1
"1756","pressure",NA,"AFINN",-1
"1757","pressured",NA,"AFINN",-2
"1758","pretend",NA,"AFINN",-1
"1759","pretending",NA,"AFINN",-1
"1760","pretends",NA,"AFINN",-1
"1761","pretty",NA,"AFINN",1
"1762","prevent",NA,"AFINN",-1
"1763","prevented",NA,"AFINN",-1
"1764","preventing",NA,"AFINN",-1
"1765","prevents",NA,"AFINN",-1
"1766","prick",NA,"AFINN",-5
"1767","prison",NA,"AFINN",-2
"1768","prisoner",NA,"AFINN",-2
"1769","prisoners",NA,"AFINN",-2
"1770","privileged",NA,"AFINN",2
"1771","proactive",NA,"AFINN",2
"1772","problem",NA,"AFINN",-2
"1773","problems",NA,"AFINN",-2
"1774","profiteer",NA,"AFINN",-2
"1775","progress",NA,"AFINN",2
"1776","prominent",NA,"AFINN",2
"1777","promise",NA,"AFINN",1
"1778","promised",NA,"AFINN",1
"1779","promises",NA,"AFINN",1
"1780","promote",NA,"AFINN",1
"1781","promoted",NA,"AFINN",1
"1782","promotes",NA,"AFINN",1
"1783","promoting",NA,"AFINN",1
"1784","propaganda",NA,"AFINN",-2
"1785","prosecute",NA,"AFINN",-1
"1786","prosecuted",NA,"AFINN",-2
"1787","prosecutes",NA,"AFINN",-1
"1788","prosecution",NA,"AFINN",-1
"1789","prospect",NA,"AFINN",1
"1790","prospects",NA,"AFINN",1
"1791","prosperous",NA,"AFINN",3
"1792","protect",NA,"AFINN",1
"1793","protected",NA,"AFINN",1
"1794","protects",NA,"AFINN",1
"1795","protest",NA,"AFINN",-2
"1796","protesters",NA,"AFINN",-2
"1797","protesting",NA,"AFINN",-2
"1798","protests",NA,"AFINN",-2
"1799","proud",NA,"AFINN",2
"1800","proudly",NA,"AFINN",2
"1801","provoke",NA,"AFINN",-1
"1802","provoked",NA,"AFINN",-1
"1803","provokes",NA,"AFINN",-1
"1804","provoking",NA,"AFINN",-1
"1805","pseudoscience",NA,"AFINN",-3
"1806","punish",NA,"AFINN",-2
"1807","punished",NA,"AFINN",-2
"1808","punishes",NA,"AFINN",-2
"1809","punitive",NA,"AFINN",-2
"1810","pushy",NA,"AFINN",-1
"1811","puzzled",NA,"AFINN",-2
"1812","quaking",NA,"AFINN",-2
"1813","questionable",NA,"AFINN",-2
"1814","questioned",NA,"AFINN",-1
"1815","questioning",NA,"AFINN",-1
"1816","racism",NA,"AFINN",-3
"1817","racist",NA,"AFINN",-3
"1818","racists",NA,"AFINN",-3
"1819","rage",NA,"AFINN",-2
"1820","rageful",NA,"AFINN",-2
"1821","rainy",NA,"AFINN",-1
"1822","rant",NA,"AFINN",-3
"1823","ranter",NA,"AFINN",-3
"1824","ranters",NA,"AFINN",-3
"1825","rants",NA,"AFINN",-3
"1826","rape",NA,"AFINN",-4
"1827","rapist",NA,"AFINN",-4
"1828","rapture",NA,"AFINN",2
"1829","raptured",NA,"AFINN",2
"1830","raptures",NA,"AFINN",2
"1831","rapturous",NA,"AFINN",4
"1832","rash",NA,"AFINN",-2
"1833","ratified",NA,"AFINN",2
"1834","reach",NA,"AFINN",1
"1835","reached",NA,"AFINN",1
"1836","reaches",NA,"AFINN",1
"1837","reaching",NA,"AFINN",1
"1838","reassure",NA,"AFINN",1
"1839","reassured",NA,"AFINN",1
"1840","reassures",NA,"AFINN",1
"1841","reassuring",NA,"AFINN",2
"1842","rebellion",NA,"AFINN",-2
"1843","recession",NA,"AFINN",-2
"1844","reckless",NA,"AFINN",-2
"1845","recommend",NA,"AFINN",2
"1846","recommended",NA,"AFINN",2
"1847","recommends",NA,"AFINN",2
"1848","redeemed",NA,"AFINN",2
"1849","refuse",NA,"AFINN",-2
"1850","refused",NA,"AFINN",-2
"1851","refusing",NA,"AFINN",-2
"1852","regret",NA,"AFINN",-2
"1853","regretful",NA,"AFINN",-2
"1854","regrets",NA,"AFINN",-2
"1855","regretted",NA,"AFINN",-2
"1856","regretting",NA,"AFINN",-2
"1857","reject",NA,"AFINN",-1
"1858","rejected",NA,"AFINN",-1
"1859","rejecting",NA,"AFINN",-1
"1860","rejects",NA,"AFINN",-1
"1861","rejoice",NA,"AFINN",4
"1862","rejoiced",NA,"AFINN",4
"1863","rejoices",NA,"AFINN",4
"1864","rejoicing",NA,"AFINN",4
"1865","relaxed",NA,"AFINN",2
"1866","relentless",NA,"AFINN",-1
"1867","reliant",NA,"AFINN",2
"1868","relieve",NA,"AFINN",1
"1869","relieved",NA,"AFINN",2
"1870","relieves",NA,"AFINN",1
"1871","relieving",NA,"AFINN",2
"1872","relishing",NA,"AFINN",2
"1873","remarkable",NA,"AFINN",2
"1874","remorse",NA,"AFINN",-2
"1875","repulse",NA,"AFINN",-1
"1876","repulsed",NA,"AFINN",-2
"1877","rescue",NA,"AFINN",2
"1878","rescued",NA,"AFINN",2
"1879","rescues",NA,"AFINN",2
"1880","resentful",NA,"AFINN",-2
"1881","resign",NA,"AFINN",-1
"1882","resigned",NA,"AFINN",-1
"1883","resigning",NA,"AFINN",-1
"1884","resigns",NA,"AFINN",-1
"1885","resolute",NA,"AFINN",2
"1886","resolve",NA,"AFINN",2
"1887","resolved",NA,"AFINN",2
"1888","resolves",NA,"AFINN",2
"1889","resolving",NA,"AFINN",2
"1890","respected",NA,"AFINN",2
"1891","responsible",NA,"AFINN",2
"1892","responsive",NA,"AFINN",2
"1893","restful",NA,"AFINN",2
"1894","restless",NA,"AFINN",-2
"1895","restore",NA,"AFINN",1
"1896","restored",NA,"AFINN",1
"1897","restores",NA,"AFINN",1
"1898","restoring",NA,"AFINN",1
"1899","restrict",NA,"AFINN",-2
"1900","restricted",NA,"AFINN",-2
"1901","restricting",NA,"AFINN",-2
"1902","restriction",NA,"AFINN",-2
"1903","restricts",NA,"AFINN",-2
"1904","retained",NA,"AFINN",-1
"1905","retard",NA,"AFINN",-2
"1906","retarded",NA,"AFINN",-2
"1907","retreat",NA,"AFINN",-1
"1908","revenge",NA,"AFINN",-2
"1909","revengeful",NA,"AFINN",-2
"1910","revered",NA,"AFINN",2
"1911","revive",NA,"AFINN",2
"1912","revives",NA,"AFINN",2
"1913","reward",NA,"AFINN",2
"1914","rewarded",NA,"AFINN",2
"1915","rewarding",NA,"AFINN",2
"1916","rewards",NA,"AFINN",2
"1917","rich",NA,"AFINN",2
"1918","ridiculous",NA,"AFINN",-3
"1919","rig",NA,"AFINN",-1
"1920","rigged",NA,"AFINN",-1
"1921","right direction",NA,"AFINN",3
"1922","rigorous",NA,"AFINN",3
"1923","rigorously",NA,"AFINN",3
"1924","riot",NA,"AFINN",-2
"1925","riots",NA,"AFINN",-2
"1926","risk",NA,"AFINN",-2
"1927","risks",NA,"AFINN",-2
"1928","rob",NA,"AFINN",-2
"1929","robber",NA,"AFINN",-2
"1930","robed",NA,"AFINN",-2
"1931","robing",NA,"AFINN",-2
"1932","robs",NA,"AFINN",-2
"1933","robust",NA,"AFINN",2
"1934","rofl",NA,"AFINN",4
"1935","roflcopter",NA,"AFINN",4
"1936","roflmao",NA,"AFINN",4
"1937","romance",NA,"AFINN",2
"1938","rotfl",NA,"AFINN",4
"1939","rotflmfao",NA,"AFINN",4
"1940","rotflol",NA,"AFINN",4
"1941","ruin",NA,"AFINN",-2
"1942","ruined",NA,"AFINN",-2
"1943","ruining",NA,"AFINN",-2
"1944","ruins",NA,"AFINN",-2
"1945","sabotage",NA,"AFINN",-2
"1946","sad",NA,"AFINN",-2
"1947","sadden",NA,"AFINN",-2
"1948","saddened",NA,"AFINN",-2
"1949","sadly",NA,"AFINN",-2
"1950","safe",NA,"AFINN",1
"1951","safely",NA,"AFINN",1
"1952","safety",NA,"AFINN",1
"1953","salient",NA,"AFINN",1
"1954","sappy",NA,"AFINN",-1
"1955","sarcastic",NA,"AFINN",-2
"1956","satisfied",NA,"AFINN",2
"1957","save",NA,"AFINN",2
"1958","saved",NA,"AFINN",2
"1959","scam",NA,"AFINN",-2
"1960","scams",NA,"AFINN",-2
"1961","scandal",NA,"AFINN",-3
"1962","scandalous",NA,"AFINN",-3
"1963","scandals",NA,"AFINN",-3
"1964","scapegoat",NA,"AFINN",-2
"1965","scapegoats",NA,"AFINN",-2
"1966","scare",NA,"AFINN",-2
"1967","scared",NA,"AFINN",-2
"1968","scary",NA,"AFINN",-2
"1969","sceptical",NA,"AFINN",-2
"1970","scold",NA,"AFINN",-2
"1971","scoop",NA,"AFINN",3
"1972","scorn",NA,"AFINN",-2
"1973","scornful",NA,"AFINN",-2
"1974","scream",NA,"AFINN",-2
"1975","screamed",NA,"AFINN",-2
"1976","screaming",NA,"AFINN",-2
"1977","screams",NA,"AFINN",-2
"1978","screwed",NA,"AFINN",-2
"1979","screwed up",NA,"AFINN",-3
"1980","scumbag",NA,"AFINN",-4
"1981","secure",NA,"AFINN",2
"1982","secured",NA,"AFINN",2
"1983","secures",NA,"AFINN",2
"1984","sedition",NA,"AFINN",-2
"1985","seditious",NA,"AFINN",-2
"1986","seduced",NA,"AFINN",-1
"1987","self-confident",NA,"AFINN",2
"1988","self-deluded",NA,"AFINN",-2
"1989","selfish",NA,"AFINN",-3
"1990","selfishness",NA,"AFINN",-3
"1991","sentence",NA,"AFINN",-2
"1992","sentenced",NA,"AFINN",-2
"1993","sentences",NA,"AFINN",-2
"1994","sentencing",NA,"AFINN",-2
"1995","serene",NA,"AFINN",2
"1996","severe",NA,"AFINN",-2
"1997","sexy",NA,"AFINN",3
"1998","shaky",NA,"AFINN",-2
"1999","shame",NA,"AFINN",-2
"2000","shamed",NA,"AFINN",-2
"2001","shameful",NA,"AFINN",-2
"2002","share",NA,"AFINN",1
"2003","shared",NA,"AFINN",1
"2004","shares",NA,"AFINN",1
"2005","shattered",NA,"AFINN",-2
"2006","shit",NA,"AFINN",-4
"2007","shithead",NA,"AFINN",-4
"2008","shitty",NA,"AFINN",-3
"2009","shock",NA,"AFINN",-2
"2010","shocked",NA,"AFINN",-2
"2011","shocking",NA,"AFINN",-2
"2012","shocks",NA,"AFINN",-2
"2013","shoot",NA,"AFINN",-1
"2014","short-sighted",NA,"AFINN",-2
"2015","short-sightedness",NA,"AFINN",-2
"2016","shortage",NA,"AFINN",-2
"2017","shortages",NA,"AFINN",-2
"2018","shrew",NA,"AFINN",-4
"2019","shy",NA,"AFINN",-1
"2020","sick",NA,"AFINN",-2
"2021","sigh",NA,"AFINN",-2
"2022","significance",NA,"AFINN",1
"2023","significant",NA,"AFINN",1
"2024","silencing",NA,"AFINN",-1
"2025","silly",NA,"AFINN",-1
"2026","sincere",NA,"AFINN",2
"2027","sincerely",NA,"AFINN",2
"2028","sincerest",NA,"AFINN",2
"2029","sincerity",NA,"AFINN",2
"2030","sinful",NA,"AFINN",-3
"2031","singleminded",NA,"AFINN",-2
"2032","skeptic",NA,"AFINN",-2
"2033","skeptical",NA,"AFINN",-2
"2034","skepticism",NA,"AFINN",-2
"2035","skeptics",NA,"AFINN",-2
"2036","slam",NA,"AFINN",-2
"2037","slash",NA,"AFINN",-2
"2038","slashed",NA,"AFINN",-2
"2039","slashes",NA,"AFINN",-2
"2040","slashing",NA,"AFINN",-2
"2041","slavery",NA,"AFINN",-3
"2042","sleeplessness",NA,"AFINN",-2
"2043","slick",NA,"AFINN",2
"2044","slicker",NA,"AFINN",2
"2045","slickest",NA,"AFINN",2
"2046","sluggish",NA,"AFINN",-2
"2047","slut",NA,"AFINN",-5
"2048","smart",NA,"AFINN",1
"2049","smarter",NA,"AFINN",2
"2050","smartest",NA,"AFINN",2
"2051","smear",NA,"AFINN",-2
"2052","smile",NA,"AFINN",2
"2053","smiled",NA,"AFINN",2
"2054","smiles",NA,"AFINN",2
"2055","smiling",NA,"AFINN",2
"2056","smog",NA,"AFINN",-2
"2057","sneaky",NA,"AFINN",-1
"2058","snub",NA,"AFINN",-2
"2059","snubbed",NA,"AFINN",-2
"2060","snubbing",NA,"AFINN",-2
"2061","snubs",NA,"AFINN",-2
"2062","sobering",NA,"AFINN",1
"2063","solemn",NA,"AFINN",-1
"2064","solid",NA,"AFINN",2
"2065","solidarity",NA,"AFINN",2
"2066","solution",NA,"AFINN",1
"2067","solutions",NA,"AFINN",1
"2068","solve",NA,"AFINN",1
"2069","solved",NA,"AFINN",1
"2070","solves",NA,"AFINN",1
"2071","solving",NA,"AFINN",1
"2072","somber",NA,"AFINN",-2
"2073","some kind",NA,"AFINN",0
"2074","son-of-a-bitch",NA,"AFINN",-5
"2075","soothe",NA,"AFINN",3
"2076","soothed",NA,"AFINN",3
"2077","soothing",NA,"AFINN",3
"2078","sophisticated",NA,"AFINN",2
"2079","sore",NA,"AFINN",-1
"2080","sorrow",NA,"AFINN",-2
"2081","sorrowful",NA,"AFINN",-2
"2082","sorry",NA,"AFINN",-1
"2083","spam",NA,"AFINN",-2
"2084","spammer",NA,"AFINN",-3
"2085","spammers",NA,"AFINN",-3
"2086","spamming",NA,"AFINN",-2
"2087","spark",NA,"AFINN",1
"2088","sparkle",NA,"AFINN",3
"2089","sparkles",NA,"AFINN",3
"2090","sparkling",NA,"AFINN",3
"2091","speculative",NA,"AFINN",-2
"2092","spirit",NA,"AFINN",1
"2093","spirited",NA,"AFINN",2
"2094","spiritless",NA,"AFINN",-2
"2095","spiteful",NA,"AFINN",-2
"2096","splendid",NA,"AFINN",3
"2097","sprightly",NA,"AFINN",2
"2098","squelched",NA,"AFINN",-1
"2099","stab",NA,"AFINN",-2
"2100","stabbed",NA,"AFINN",-2
"2101","stable",NA,"AFINN",2
"2102","stabs",NA,"AFINN",-2
"2103","stall",NA,"AFINN",-2
"2104","stalled",NA,"AFINN",-2
"2105","stalling",NA,"AFINN",-2
"2106","stamina",NA,"AFINN",2
"2107","stampede",NA,"AFINN",-2
"2108","startled",NA,"AFINN",-2
"2109","starve",NA,"AFINN",-2
"2110","starved",NA,"AFINN",-2
"2111","starves",NA,"AFINN",-2
"2112","starving",NA,"AFINN",-2
"2113","steadfast",NA,"AFINN",2
"2114","steal",NA,"AFINN",-2
"2115","steals",NA,"AFINN",-2
"2116","stereotype",NA,"AFINN",-2
"2117","stereotyped",NA,"AFINN",-2
"2118","stifled",NA,"AFINN",-1
"2119","stimulate",NA,"AFINN",1
"2120","stimulated",NA,"AFINN",1
"2121","stimulates",NA,"AFINN",1
"2122","stimulating",NA,"AFINN",2
"2123","stingy",NA,"AFINN",-2
"2124","stolen",NA,"AFINN",-2
"2125","stop",NA,"AFINN",-1
"2126","stopped",NA,"AFINN",-1
"2127","stopping",NA,"AFINN",-1
"2128","stops",NA,"AFINN",-1
"2129","stout",NA,"AFINN",2
"2130","straight",NA,"AFINN",1
"2131","strange",NA,"AFINN",-1
"2132","strangely",NA,"AFINN",-1
"2133","strangled",NA,"AFINN",-2
"2134","strength",NA,"AFINN",2
"2135","strengthen",NA,"AFINN",2
"2136","strengthened",NA,"AFINN",2
"2137","strengthening",NA,"AFINN",2
"2138","strengthens",NA,"AFINN",2
"2139","stressed",NA,"AFINN",-2
"2140","stressor",NA,"AFINN",-2
"2141","stressors",NA,"AFINN",-2
"2142","stricken",NA,"AFINN",-2
"2143","strike",NA,"AFINN",-1
"2144","strikers",NA,"AFINN",-2
"2145","strikes",NA,"AFINN",-1
"2146","strong",NA,"AFINN",2
"2147","stronger",NA,"AFINN",2
"2148","strongest",NA,"AFINN",2
"2149","struck",NA,"AFINN",-1
"2150","struggle",NA,"AFINN",-2
"2151","struggled",NA,"AFINN",-2
"2152","struggles",NA,"AFINN",-2
"2153","struggling",NA,"AFINN",-2
"2154","stubborn",NA,"AFINN",-2
"2155","stuck",NA,"AFINN",-2
"2156","stunned",NA,"AFINN",-2
"2157","stunning",NA,"AFINN",4
"2158","stupid",NA,"AFINN",-2
"2159","stupidly",NA,"AFINN",-2
"2160","suave",NA,"AFINN",2
"2161","substantial",NA,"AFINN",1
"2162","substantially",NA,"AFINN",1
"2163","subversive",NA,"AFINN",-2
"2164","success",NA,"AFINN",2
"2165","successful",NA,"AFINN",3
"2166","suck",NA,"AFINN",-3
